locus_tag	gene_name	start_site	end_site	gene_length
non_coding_3402	region	3384269	3384703	435
non_coding_3403	region	3385174	3385538	365
non_coding_3404	region	3385802	3385857	56
non_coding_3405	region	3386130	3386221	92
non_coding_3406	region	3388189	3388194	6
non_coding_3407	region	3389127	3389134	8
non_coding_3408	region	3389338	3389520	183
non_coding_3409	region	3390450	3390583	134
non_coding_3410	region	3392029	3392458	430
non_coding_3411	region	3396259	3396326	68
non_coding_3413	region	3398379	3398387	9
non_coding_3414	region	3398876	3398875	0
non_coding_3415	region	3399979	3400044	66
non_coding_3416	region	3401088	3401392	305
non_coding_3417	region	3403333	3403484	152
non_coding_3418	region	3404459	3404495	37
non_coding_3419	region	3404638	3404638	1
non_coding_3420	region	3405032	3405436	405
non_coding_3421	region	3405907	3405917	11
non_coding_3422	region	3407267	3407375	109
non_coding_3424	region	3409059	3409070	12
non_coding_3425	region	3409952	3410280	329
non_coding_3426	region	3411246	3411271	26
non_coding_3427	region	3411568	3411653	86
non_coding_3428	region	3412538	3412621	84
non_coding_3429	region	3412801	3412803	3
non_coding_3430	region	3413466	3413864	399
non_coding_3431	region	3415022	3415033	12
non_coding_3432	region	3418138	3418390	253
non_coding_3433	region	3418612	3419042	431
non_coding_3434	region	3420067	3420134	68
non_coding_3435	region	3421316	3421325	10
non_coding_3436	region	3422429	3422436	8
non_coding_3437	region	3423195	3423423	229
non_coding_3438	region	3423543	3423580	38
non_coding_3439	region	3423656	3423668	13
non_coding_3440	region	3423788	3423880	93
non_coding_3441	region	3426784	3426958	175
non_coding_3442	region	3427034	3427076	43
non_coding_3443	region	3427153	3427221	69
non_coding_3444	region	3428763	3429236	474
non_coding_3447	region	3430839	3430843	5
non_coding_3448	region	3431416	3431420	5
non_coding_3449	region	3431963	3431991	29
non_coding_3451	region	3433561	3433690	130
non_coding_3452	region	3434200	3434214	15
non_coding_3453	region	3435162	3435207	46
non_coding_3454	region	3436497	3436518	22
non_coding_3455	region	3437895	3438024	130
non_coding_3457	region	3438650	3438705	56
non_coding_3458	region	3439131	3439141	11
non_coding_3459	region	3439510	3439616	107
non_coding_3460	region	3440000	3440040	41
non_coding_3461	region	3441030	3441055	26
non_coding_3462	region	3441676	3441709	34
non_coding_3463	region	3442099	3442115	17
non_coding_3464	region	3442472	3442618	147
non_coding_3465	region	3442735	3442766	32
non_coding_3466	region	3444098	3444105	8
non_coding_3467	region	3444540	3444543	4
non_coding_3468	region	3444723	3444726	4
non_coding_3469	region	3445230	3445244	15
non_coding_3470	region	3445598	3445607	10
non_coding_3471	region	3446141	3446153	13
non_coding_3472	region	3446546	3446579	34
non_coding_3473	region	3446885	3446899	15
non_coding_3474	region	3447439	3447453	15
non_coding_3475	region	3447768	3447778	11
non_coding_3476	region	3448150	3448314	165
non_coding_3477	region	3448569	3448568	0
non_coding_3478	region	3448760	3448759	0
non_coding_3479	region	3449170	3449182	13
non_coding_3480	region	3449884	3449901	18
non_coding_3481	region	3450234	3450248	15
non_coding_3482	region	3450527	3450543	17
non_coding_3483	region	3451365	3451382	18
non_coding_3485	region	3452287	3452297	11
non_coding_3486	region	3452927	3452959	33
non_coding_3487	region	3453271	3453508	238
non_coding_3488	region	3453928	3453929	2
non_coding_3489	region	3455399	3455578	180
non_coding_3491	region	3458330	3458339	10
non_coding_3493	region	3461014	3461023	10
non_coding_3494	region	3461461	3461468	8
non_coding_3498	region	3463908	3463922	15
non_coding_3500	region	3465544	3465543	0
non_coding_3501	region	3466221	3466249	29
non_coding_3502	region	3466726	3466797	72
non_coding_3503	region	3466992	3467160	169
non_coding_3504	region	3469854	3470145	292
non_coding_3505	region	3471330	3471400	71
non_coding_3506	region	3473515	3473542	28
non_coding_3507	region	3474082	3474178	97
non_coding_3508	region	3474553	3474678	126
non_coding_3509	region	3474966	3474973	8
non_coding_3510	region	3475333	3475332	0
non_coding_3511	region	3475719	3475718	0
non_coding_3512	region	3476441	3476607	167
non_coding_3513	region	3477420	3477640	221
non_coding_3514	region	3477859	3477907	49
non_coding_3515	region	3478498	3478592	95
non_coding_3516	region	3478793	3478802	10
non_coding_3517	region	3480608	3480607	0
non_coding_3518	region	3481162	3481289	128
non_coding_3519	region	3483203	3483202	0
non_coding_3521	region	3484437	3484490	54
non_coding_3522	region	3485360	3485414	55
non_coding_3523	region	3485819	3486120	302
non_coding_3524	region	3486753	3486791	39
non_coding_3525	region	3488894	3488960	67
non_coding_3527	region	3490186	3490266	81
non_coding_3528	region	3490830	3490861	32
non_coding_3530	region	3491621	3491725	105
non_coding_3531	region	3492298	3492568	271
non_coding_3532	region	3493750	3494011	262
non_coding_3534	region	3496878	3497003	126
non_coding_3535	region	3497810	3497828	19
non_coding_3536	region	3499202	3499448	247
non_coding_3537	region	3499616	3499910	295
non_coding_3538	region	3501248	3501268	21
non_coding_3539	region	3502291	3502340	50
non_coding_3541	region	3503953	3504052	100
non_coding_3542	region	3504784	3504935	152
non_coding_3543	region	3506021	3506032	12
non_coding_3544	region	3507337	3507348	12
non_coding_3545	region	3507702	3507712	11
non_coding_3547	region	3509814	3509813	0
non_coding_3548	region	3510977	3511060	84
non_coding_3549	region	3511423	3511439	17
non_coding_3550	region	3512345	3512634	290
non_coding_3553	region	3515060	3515077	18
non_coding_3554	region	3515914	3516020	107
non_coding_3555	region	3517307	3517398	92
non_coding_3556	region	3518487	3518543	57
non_coding_3557	region	3519065	3519465	401
non_coding_3561	region	3521973	3521972	0
non_coding_3562	region	3522752	3522871	120
non_coding_3563	region	3525424	3525589	166
non_coding_3564	region	3526150	3526469	320
non_coding_3565	region	3528605	3528669	65
non_coding_3566	region	3529338	3529348	11
non_coding_3567	region	3529750	3529774	25
non_coding_3568	region	3530653	3530715	63
non_coding_3569	region	3532440	3532818	379
non_coding_3570	region	3534441	3534516	76
non_coding_3572	region	3536585	3536812	228
non_coding_3573	region	3537289	3537385	97
non_coding_3574	region	3539707	3540163	457
non_coding_3575	region	3540391	3540407	17
non_coding_3576	region	3542729	3542728	0
non_coding_3577	region	3542965	3543167	203
non_coding_3578	region	3544046	3544074	29
non_coding_3579	region	3544845	3544882	38
non_coding_3580	region	3545566	3545624	59
non_coding_3581	region	3546200	3546559	360
non_coding_3582	region	3547876	3547986	111
non_coding_3583	region	3550071	3550080	10
non_coding_3584	region	3552474	3553085	612
non_coding_3585	region	3555791	3555833	43
non_coding_3586	region	3556850	3556853	4
non_coding_3587	region	3558080	3558268	189
non_coding_3589	region	3560606	3560622	17
non_coding_3590	region	3561453	3561497	45
non_coding_3591	region	3561824	3562013	190
non_coding_3592	region	3563519	3563724	206
non_coding_3593	region	3564006	3564134	129
non_coding_3594	region	3566582	3566600	19
non_coding_3595	region	3568034	3568033	0
non_coding_3596	region	3569329	3569346	18
non_coding_3598	region	3573503	3573660	158
non_coding_3600	region	3573709	3573775	67
non_coding_3601	region	3574879	3575071	193
non_coding_3602	region	3575665	3575721	57
non_coding_3603	region	3577062	3577065	4
non_coding_3604	region	3577593	3577731	139
non_coding_3605	region	3578727	3578950	224
non_coding_3606	region	3579646	3579768	123
non_coding_3607	region	3580806	3580922	117
non_coding_3608	region	3581017	3581138	122
non_coding_3609	region	3581627	3581863	237
non_coding_3613	region	3584181	3584404	224
non_coding_3614	region	3584560	3584759	200
non_coding_3615	region	3585044	3585081	38
non_coding_3616	region	3586824	3586943	120
non_coding_3619	region	3589181	3589182	2
non_coding_3621	region	3590912	3591009	98
non_coding_3622	region	3592326	3592724	399
non_coding_3623	region	3593438	3593439	2
non_coding_3626	region	3596404	3596451	48
non_coding_3627	region	3597561	3597984	424
non_coding_3628	region	3598368	3598555	188
non_coding_3629	region	3599659	3599929	271
non_coding_3630	region	3600784	3601028	245
non_coding_3632	region	3602748	3602750	3
non_coding_3633	region	3604244	3604393	150
non_coding_3635	region	3605249	3605251	3
non_coding_3636	region	3605611	3605751	141
non_coding_3637	region	3606378	3606451	74
non_coding_3638	region	3608650	3608751	102
non_coding_3639	region	3608997	3609217	221
non_coding_3640	region	3609883	3609955	73
non_coding_3641	region	3610513	3610516	4
non_coding_3642	region	3611734	3611865	132
non_coding_3643	region	3612915	3612969	55
non_coding_3644	region	3613557	3613667	111
non_coding_3645	region	3615242	3615241	0
non_coding_3647	region	3617016	3617015	0
non_coding_3649	region	3618583	3618588	6
non_coding_3650	region	3618990	3619192	203
non_coding_3652	region	3623783	3623887	105
non_coding_3653	region	3624133	3624378	246
non_coding_3654	region	3625515	3625679	165
non_coding_3655	region	3626804	3626803	0
non_coding_3657	region	3630603	3630665	63
non_coding_3658	region	3630779	3630968	190
non_coding_3659	region	3632591	3632852	262
non_coding_3660	region	3634459	3634841	383
non_coding_3661	region	3635894	3636208	315
non_coding_3662	region	3637411	3637642	232
non_coding_3663	region	3639142	3639385	244
non_coding_3664	region	3639721	3640111	391
non_coding_3665	region	3640546	3640612	67
non_coding_3667	region	3640697	3640862	166
non_coding_3668	region	3642332	3642380	49
non_coding_3669	region	3643133	3643140	8
non_coding_3670	region	3645183	3645385	203
non_coding_3671	region	3646228	3646299	72
non_coding_3672	region	3647652	3647705	54
non_coding_3673	region	3647789	3648063	275
non_coding_3674	region	3648145	3648294	150
non_coding_3675	region	3648376	3648528	153
non_coding_3676	region	3648882	3648935	54
non_coding_3677	region	3650225	3650237	13
non_coding_3678	region	3650663	3651291	629
non_coding_3680	region	3653163	3653961	799
non_coding_3681	region	3654528	3654683	156
non_coding_3682	region	3655214	3655255	42
non_coding_3683	region	3655903	3655966	64
non_coding_3684	region	3656293	3656408	116
non_coding_3685	region	3656741	3656995	255
non_coding_3686	region	3657568	3657985	418
non_coding_3687	region	3658055	3658366	312
non_coding_3688	region	3658894	3658992	99
non_coding_3689	region	3659083	3659232	150
non_coding_3690	region	3660390	3660414	25
non_coding_3691	region	3663528	3663890	363
non_coding_3692	region	3664619	3664864	246
non_coding_3693	region	3664970	3664986	17
non_coding_3694	region	3665811	3666180	370
non_coding_3695	region	3667581	3667791	211
non_coding_3696	region	3669189	3669592	404
non_coding_3697	region	3671242	3671292	51
non_coding_3698	region	3671895	3672414	520
non_coding_3699	region	3673314	3673362	49
non_coding_3700	region	3674376	3674786	411
non_coding_3701	region	3676109	3676290	182
non_coding_3702	region	3678351	3678420	70
non_coding_3703	region	3679188	3679419	232
non_coding_3704	region	3680349	3680444	96
non_coding_3705	region	3681941	3682161	221
non_coding_3706	region	3683448	3683630	183
non_coding_3707	region	3685619	3685700	82
non_coding_3709	region	3690262	3690268	7
non_coding_3710	region	3692608	3692618	11
non_coding_3712	region	3695986	3695997	12
non_coding_3713	region	3696186	3696458	273
non_coding_3716	region	3699894	3699980	87
non_coding_3717	region	3700088	3700136	49
non_coding_3718	region	3700200	3700563	364
non_coding_3719	region	3701835	3701864	30
non_coding_3721	region	3703849	3703859	11
non_coding_3722	region	3704762	3704771	10
non_coding_3723	region	3705791	3706098	308
non_coding_3724	region	3707706	3708616	911
non_coding_3725	region	3708693	3708784	92
non_coding_3726	region	3710476	3710799	324
non_coding_3727	region	3712008	3712236	229
non_coding_3728	region	3712935	3713092	158
non_coding_3731	region	3716395	3716547	153
non_coding_3732	region	3717207	3717310	104
non_coding_3733	region	3718285	3718334	50
non_coding_3734	region	3719045	3719478	434
non_coding_3735	region	3719769	3720049	281
non_coding_3736	region	3720262	3720400	139
non_coding_3739	region	3720601	3720680	80
non_coding_3741	region	3722050	3722077	28
non_coding_3742	region	3722112	3722328	217
non_coding_3743	region	3724398	3724407	10
non_coding_3744	region	3725319	3725413	95
non_coding_3745	region	3725713	3725887	175
non_coding_3746	region	3726883	3726924	42
non_coding_3747	region	3727362	3727407	46
non_coding_3748	region	3727749	3727917	169
non_coding_3749	region	3729372	3729386	15
non_coding_3751	region	3730766	3731131	366
non_coding_3752	region	3732124	3732201	78
non_coding_3754	region	3734902	3734979	78
non_coding_3755	region	3736158	3736353	196
non_coding_3756	region	3737178	3737177	0
non_coding_3757	region	3737204	3737497	294
non_coding_3758	region	3739528	3739705	178
non_coding_3759	region	3740959	3741109	151
non_coding_3760	region	3741583	3741684	102
non_coding_3761	region	3742533	3742733	201
non_coding_3762	region	3743732	3743743	12
non_coding_3763	region	3744211	3744328	118
non_coding_3764	region	3744802	3744804	3
non_coding_3765	region	3746082	3746094	13
non_coding_3766	region	3747081	3747084	4
non_coding_3770	region	3750782	3750813	32
non_coding_3771	region	3750915	3750918	4
non_coding_3772	region	3751110	3751128	19
non_coding_3773	region	3751869	3751992	124
non_coding_3775	region	3754100	3754105	6
non_coding_3776	region	3754429	3754973	545
non_coding_3777	region	3756512	3756676	165
non_coding_3778	region	3757828	3758017	190
non_coding_3780	region	3761250	3761347	98
non_coding_3781	region	3761956	3762183	228
non_coding_3782	region	3766317	3766337	21
non_coding_3783	region	3767180	3767221	42
non_coding_3784	region	3767923	3768177	255
non_coding_3785	region	3768639	3768639	1
non_coding_3786	region	3768891	3768892	2
non_coding_3787	region	3769257	3769345	89
non_coding_3788	region	3769681	3769948	268
non_coding_3789	region	3770147	3770243	97
non_coding_3790	region	3771380	3771382	3
non_coding_3791	region	3771745	3772281	537
non_coding_3792	region	3774195	3774424	230
non_coding_3793	region	3775573	3775572	0
non_coding_3794	region	3776160	3776171	12
non_coding_3795	region	3776381	3776665	285
non_coding_3796	region	3777028	3777399	372
non_coding_3797	region	3779055	3779054	0
non_coding_3799	region	3781018	3781215	198
non_coding_3800	region	3781689	3781741	53
non_coding_3801	region	3782563	3782642	80
non_coding_3802	region	3783662	3783661	0
non_coding_3803	region	3784129	3784191	63
non_coding_3804	region	3784443	3784584	142
non_coding_3805	region	3785016	3785260	245
non_coding_3806	region	3786805	3786838	34
non_coding_3807	region	3788098	3788101	4
non_coding_3809	region	3790082	3790320	239
non_coding_3810	region	3791346	3791355	10
non_coding_3811	region	3792552	3792826	275
non_coding_3812	region	3793684	3793987	304
non_coding_3813	region	3794920	3794929	10
non_coding_3814	region	3795976	3795979	4
non_coding_3815	region	3796939	3796948	10
non_coding_3817	region	3798015	3798039	25
non_coding_3818	region	3798150	3798239	90
non_coding_3819	region	3799313	3799345	33
non_coding_3820	region	3800197	3800267	71
non_coding_3821	region	3800966	3800983	18
non_coding_3822	region	3802000	3802039	40
non_coding_3823	region	3803059	3803058	0
non_coding_3824	region	3804138	3804181	44
non_coding_3825	region	3805117	3805153	37
non_coding_3828	region	3808099	3808166	68
non_coding_3829	region	3808239	3808540	302
non_coding_3830	region	3809818	3809825	8
non_coding_3831	region	3810305	3810343	39
non_coding_3832	region	3811153	3811250	98
non_coding_3833	region	3811418	3811438	21
non_coding_3834	region	3811675	3811891	217
non_coding_3835	region	3812560	3812731	172
non_coding_3837	region	3814388	3814494	107
non_coding_3838	region	3815091	3815127	37
non_coding_3839	region	3815769	3815863	95
non_coding_3840	region	3816550	3816676	127
non_coding_3841	region	3817540	3817760	221
non_coding_3842	region	3818585	3818874	290
non_coding_3844	region	3821171	3821428	258
non_coding_3845	region	3822052	3822106	55
non_coding_3846	region	3822382	3822400	19
non_coding_3847	region	3824509	3824515	7
non_coding_3848	region	3825205	3825210	6
non_coding_3849	region	3827292	3827460	169
non_coding_3850	region	3828666	3828945	280
non_coding_3851	region	3830337	3830457	121
non_coding_3852	region	3832167	3832219	53
non_coding_3853	region	3834538	3834547	10
non_coding_3854	region	3835930	3836222	293
non_coding_3855	region	3836317	3836425	109
non_coding_3856	region	3836557	3836953	397
non_coding_3857	region	3838138	3838248	111
non_coding_3859	region	3838702	3839175	474
non_coding_3860	region	3839994	3840215	222
non_coding_3861	region	3840509	3840549	41
non_coding_3862	region	3841740	3841950	211
non_coding_3863	region	3842403	3842455	53
non_coding_3864	region	3843790	3843964	175
non_coding_3865	region	3845731	3845730	0
non_coding_3867	region	3847168	3847305	138
non_coding_3868	region	3848625	3848634	10
non_coding_3869	region	3850137	3850136	0
non_coding_3870	region	3850727	3850802	76
non_coding_3871	region	3851093	3851096	4
non_coding_3872	region	3852785	3852890	106
non_coding_3873	region	3852989	3853118	130
non_coding_3874	region	3853258	3853553	296
non_coding_3875	region	3853643	3853766	124
non_coding_3876	region	3853841	3853922	82
non_coding_3877	region	3855107	3855114	8
non_coding_3880	region	3856308	3856415	108
non_coding_3881	region	3856865	3856911	47
non_coding_3883	region	3860117	3860283	167
non_coding_3885	region	3861988	3861987	0
non_coding_3886	region	3862473	3862497	25
non_coding_3887	region	3863604	3863899	296
non_coding_3889	region	3866274	3866469	196
non_coding_3890	region	3866898	3867009	112
non_coding_3891	region	3867423	3867728	306
non_coding_3892	region	3868061	3868062	2
non_coding_3893	region	3869310	3869377	68
non_coding_3895	region	3871731	3871850	120
non_coding_3899	region	3875161	3875438	278
non_coding_3900	region	3876095	3876140	46
non_coding_3901	region	3876953	3877067	115
non_coding_3902	region	3877466	3877705	240
non_coding_3903	region	3880120	3880148	29
non_coding_3904	region	3881222	3881221	0
non_coding_3905	region	3882322	3882326	5
non_coding_3906	region	3883730	3884026	297
non_coding_3907	region	3884107	3884336	230
non_coding_3908	region	3884477	3884493	17
non_coding_3910	region	3885074	3885076	3
non_coding_3911	region	3886723	3886828	106
non_coding_3912	region	3888193	3888435	243
non_coding_3913	region	3888510	3888730	221
non_coding_3914	region	3890146	3890236	91
non_coding_3915	region	3891484	3891615	132
non_coding_3917	region	3893725	3893881	157
non_coding_3918	region	3894631	3894652	22
non_coding_3919	region	3895219	3895272	54
non_coding_3920	region	3896610	3896774	165
non_coding_3921	region	3897440	3897506	67
non_coding_3922	region	3897974	3898022	49
non_coding_3923	region	3898610	3898671	62
non_coding_3924	region	3899394	3899408	15
non_coding_3925	region	3900578	3900604	27
non_coding_3926	region	3902221	3902289	69
non_coding_3927	region	3903702	3903720	19
non_coding_3928	region	3905598	3905731	134
non_coding_3929	region	3906568	3906853	286
non_coding_3930	region	3907579	3907593	15
non_coding_3931	region	3908367	3908549	183
non_coding_3932	region	3909440	3909439	0
non_coding_3933	region	3910399	3910485	87
non_coding_3934	region	3911526	3911839	314
non_coding_3935	region	3913669	3913830	162
non_coding_3936	region	3915201	3915553	353
non_coding_3937	region	3915973	3915993	21
non_coding_3938	region	3917376	3917402	27
non_coding_3939	region	3918266	3918316	51
non_coding_3940	region	3919858	3919870	13
non_coding_3941	region	3920404	3920418	15
non_coding_3942	region	3920889	3920950	62
non_coding_3943	region	3921190	3921236	47
non_coding_3944	region	3922052	3922060	9
non_coding_3945	region	3922441	3923057	617
non_coding_3946	region	3923681	3923744	64
non_coding_3947	region	3925634	3926012	379
non_coding_3948	region	3926456	3926545	90
non_coding_3949	region	3927004	3927155	152
non_coding_3950	region	3928148	3928152	5
non_coding_3952	region	3931094	3931316	223
non_coding_3953	region	3933185	3933351	167
non_coding_3954	region	3933771	3933778	8
non_coding_3955	region	3935284	3935288	5
non_coding_3956	region	3936254	3936278	25
non_coding_3958	region	3937279	3937294	16
non_coding_3959	region	3938224	3938227	4
non_coding_3961	region	3940613	3940635	23
non_coding_3962	region	3941328	3941808	481
non_coding_3963	region	3943350	3943435	86
non_coding_3964	region	3943511	3943704	194
non_coding_3965	region	3946608	3946700	93
non_coding_3966	region	3946820	3946872	53
non_coding_3967	region	3946949	3946957	9
non_coding_3968	region	3947033	3947128	96
non_coding_3969	region	3947968	3948086	119
non_coding_3970	region	3948425	3948449	25
non_coding_3971	region	3949970	3950322	353
non_coding_3972	region	3950421	3950507	87
non_coding_3973	region	3950558	3950560	3
non_coding_3975	region	3952465	3952484	20
non_coding_3976	region	3953414	3953478	65
non_coding_3977	region	3955329	3955331	3
non_coding_3978	region	3956876	3956927	52
non_coding_3979	region	3957821	3957970	150
non_coding_3980	region	3959446	3959532	87
non_coding_3981	region	3959814	3960012	199
non_coding_3982	region	3960461	3960677	217
non_coding_3983	region	3962699	3962745	47
non_coding_3984	region	3964230	3964365	136
non_coding_3985	region	3965631	3965761	131
non_coding_3986	region	3966091	3966231	141
non_coding_3987	region	3966333	3966417	85
non_coding_3988	region	3967677	3967916	240
non_coding_3989	region	3969020	3969031	12
non_coding_3990	region	3970078	3970133	56
non_coding_3992	region	3972523	3972522	0
non_coding_3993	region	3973590	3973608	19
non_coding_3995	region	3975142	3975146	5
non_coding_3996	region	3976277	3976278	2
non_coding_3999	region	3979954	3979956	3
non_coding_4000	region	3980697	3980887	191
non_coding_4001	region	3982273	3982375	103
non_coding_4002	region	3982452	3982509	58
non_coding_4003	region	3982586	3982606	21
non_coding_4004	region	3982693	3982735	43
non_coding_4005	region	3982812	3982958	147
non_coding_4006	region	3984194	3984352	159
non_coding_4007	region	3986008	3986432	425
non_coding_4008	region	3986604	3986686	83
non_coding_4009	region	3987883	3987885	3
non_coding_4010	region	3989067	3989088	22
non_coding_4012	region	3990767	3991153	387
non_coding_4013	region	3993700	3993739	40
non_coding_4015	region	3994336	3994522	187
non_coding_4016	region	3994726	3994762	37
non_coding_4019	region	3997184	3997183	0
non_coding_4020	region	3997900	3997983	84
non_coding_4021	region	4000146	4000292	147
non_coding_4022	region	4001057	4001218	162
non_coding_4023	region	4001275	4001426	152
non_coding_4024	region	4002377	4002419	43
non_coding_4025	region	4002800	4002813	14
non_coding_4026	region	4003194	4003288	95
non_coding_4027	region	4004179	4004230	52
non_coding_4028	region	4004698	4004862	165
non_coding_4029	region	4005732	4005864	133
non_coding_4030	region	4007694	4007757	64
non_coding_4031	region	4008378	4008439	62
non_coding_4032	region	4009060	4009170	111
non_coding_4033	region	4010193	4010200	8
non_coding_4034	region	4011001	4011076	76
non_coding_4036	region	4012817	4013053	237
non_coding_4037	region	4015315	4015354	40
non_coding_4038	region	4016170	4016431	262
non_coding_4039	region	4017193	4017333	141
non_coding_4040	region	4018761	4018855	95
non_coding_4041	region	4019611	4019624	14
non_coding_4044	region	4021867	4021945	79
non_coding_4045	region	4022215	4022218	4
non_coding_4046	region	4022734	4022736	3
non_coding_4047	region	4023513	4023554	42
non_coding_4049	region	4024822	4024988	167
non_coding_4050	region	4026482	4026527	46
non_coding_4051	region	4027229	4027609	381
non_coding_4052	region	4028773	4028782	10
non_coding_4053	region	4030972	4031161	190
non_coding_4054	region	4032493	4032492	0
non_coding_4055	region	4033107	4033145	39
non_coding_4056	region	4034597	4034608	12
non_coding_4057	region	4035154	4035531	378
non_coding_4058	region	4037073	4037141	69
non_coding_4059	region	4037218	4037260	43
non_coding_4060	region	4037336	4037519	184
non_coding_4061	region	4040424	4040517	94
non_coding_4062	region	4040637	4040906	270
non_coding_4064	region	4042000	4042069	70
non_coding_4065	region	4042339	4042415	77
non_coding_4066	region	4043402	4043418	17
non_coding_4067	region	4044045	4044199	155
non_coding_4068	region	4045630	4045670	41
non_coding_4069	region	4046603	4046966	364
non_coding_4070	region	4049753	4049899	147
non_coding_4071	region	4050010	4050133	124
non_coding_4072	region	4050766	4051036	271
non_coding_4073	region	4051282	4051347	66
non_coding_4074	region	4051857	4052045	189
non_coding_4075	region	4053419	4053647	229
non_coding_4076	region	4053758	4053869	112
non_coding_4077	region	4055279	4055290	12
non_coding_4078	region	4056340	4056625	286
non_coding_4079	region	4058035	4058407	373
non_coding_4080	region	4060231	4060447	217
non_coding_4081	region	4061158	4061165	8
non_coding_4082	region	4062146	4062247	102
non_coding_4083	region	4063513	4063603	91
non_coding_4084	region	4064296	4064363	68
non_coding_4085	region	4065767	4065809	43
non_coding_4086	region	4067195	4067240	46
non_coding_4087	region	4069277	4069475	199
non_coding_4088	region	4070402	4070515	114
non_coding_4089	region	4071757	4071773	17
non_coding_4090	region	4072652	4072675	24
non_coding_4091	region	4073572	4073739	168
non_coding_4092	region	4074636	4074669	34
non_coding_4093	region	4075455	4075553	99
non_coding_4097	region	4078439	4079291	853
non_coding_4098	region	4079510	4079751	242
non_coding_4099	region	4079970	4080299	330
non_coding_4102	region	4082760	4082772	13
non_coding_4103	region	4085823	4086016	194
non_coding_4104	region	4086850	4087002	153
non_coding_4105	region	4088058	4088107	50
non_coding_4106	region	4089856	4089855	0
non_coding_4108	region	4092367	4092377	11
non_coding_4109	region	4092824	4093124	301
non_coding_4110	region	4093439	4093448	10
non_coding_4111	region	4094273	4094723	451
non_coding_4113	region	4097449	4097736	288
non_coding_4114	region	4098573	4098646	74
non_coding_4116	region	4100526	4100810	285
non_coding_4117	region	4101431	4101690	260
non_coding_4118	region	4102674	4102822	149
non_coding_4119	region	4103497	4103602	106
non_coding_4121	region	4105671	4105820	150
non_coding_4122	region	4106321	4106330	10
non_coding_4123	region	4106388	4106469	82
non_coding_4124	region	4107372	4107552	181
non_coding_4125	region	4108515	4108834	320
non_coding_4126	region	4109824	4109930	107
non_coding_4127	region	4110686	4110740	55
non_coding_4128	region	4111508	4111615	108
non_coding_4129	region	4112215	4112315	101
non_coding_4130	region	4112756	4112967	212
non_coding_4131	region	4113267	4113293	27
non_coding_4132	region	4113722	4113726	5
non_coding_4133	region	4114473	4114569	97
non_coding_4134	region	4115580	4115714	135
non_coding_4135	region	4117223	4117245	23
non_coding_4136	region	4118091	4118515	425
non_coding_4137	region	4118761	4118845	85
non_coding_4138	region	4119331	4119423	93
non_coding_4139	region	4120350	4120416	67
non_coding_4140	region	4121748	4121757	10
non_coding_4141	region	4122288	4122380	93
non_coding_4142	region	4123340	4123431	92
non_coding_4143	region	4124457	4124612	156
non_coding_4144	region	4126811	4127013	203
non_coding_4145	region	4127226	4127286	61
non_coding_4146	region	4127895	4128078	184
non_coding_4147	region	4128396	4128672	277
non_coding_4148	region	4129833	4129835	3
non_coding_4149	region	4132268	4132616	349
non_coding_4150	region	4133507	4133835	329
non_coding_4151	region	4136016	4136108	93
non_coding_4152	region	4137014	4137040	27
non_coding_4153	region	4137658	4137932	275
non_coding_4154	region	4139036	4139046	11
non_coding_4155	region	4139709	4139720	12
non_coding_4156	region	4142222	4142530	309
non_coding_4157	region	4143610	4143624	15
non_coding_4158	region	4143945	4143995	51
non_coding_4160	region	4147137	4147138	2
non_coding_4162	region	4148318	4148532	215
non_coding_4163	region	4150266	4150447	182
non_coding_4164	region	4153099	4153696	598
non_coding_4165	region	4154848	4155001	154
non_coding_4166	region	4156006	4156013	8
non_coding_4167	region	4156790	4156850	61
non_coding_4168	region	4158224	4158278	55
non_coding_4169	region	4158395	4158490	96
non_coding_4171	region	4160791	4161067	277
non_coding_4172	region	4161772	4161771	0
non_coding_4173	region	4162131	4162170	40
non_coding_4174	region	4163271	4163639	369
non_coding_4176	region	4166286	4166659	374
non_coding_4177	region	4168201	4168372	172
non_coding_4178	region	4168448	4168641	194
non_coding_4179	region	4171545	4171637	93
non_coding_4180	region	4171757	4172057	301
non_coding_4182	region	4174048	4174076	29
non_coding_4183	region	4175027	4175388	362
non_coding_4184	region	4175464	4175472	9
non_coding_4185	region	4175557	4175673	117
non_coding_4186	region	4175748	4175754	7
non_coding_4187	region	4175830	4175944	115
non_coding_4188	region	4177129	4177358	230
non_coding_4189	region	4177742	4177743	2
non_coding_4190	region	4178289	4178447	159
non_coding_4191	region	4178876	4178879	4
non_coding_4192	region	4179584	4179996	413
non_coding_4193	region	4180494	4180560	67
non_coding_4194	region	4180926	4181245	320
non_coding_4195	region	4185274	4185350	77
non_coding_4196	region	4189574	4189786	213
non_coding_4197	region	4190326	4190327	2
non_coding_4198	region	4190488	4190735	248
non_coding_4200	region	4192636	4192637	2
non_coding_4203	region	4194205	4194204	0
non_coding_4204	region	4196100	4196332	233
non_coding_4205	region	4196809	4196903	95
non_coding_4206	region	4197677	4197716	40
non_coding_4207	region	4198781	4198790	10
non_coding_4208	region	4199462	4199504	43
non_coding_4209	region	4200095	4200281	187
non_coding_4210	region	4200554	4200566	13
non_coding_4211	region	4201262	4201263	2
non_coding_4212	region	4201689	4201926	238
non_coding_4215	region	4205932	4205943	12
non_coding_4216	region	4207533	4208147	615
